,2 Yr,20 Yr,Month,Day,Year
374,0.16,1.21,7,6,2020
375,0.16,1.2,7,2,2020
376,0.17,1.2,7,1,2020
377,0.16,1.18,6,30,2020
378,0.16,1.16,6,29,2020
379,0.17,1.15,6,26,2020
380,0.17,1.2,6,25,2020
381,0.19,1.21,6,24,2020
382,0.18,1.25,6,23,2020
383,0.19,1.23,6,22,2020
384,0.19,1.23,6,19,2020
385,0.19,1.24,6,18,2020
386,0.19,1.3,6,17,2020
387,0.21,1.31,6,16,2020
388,0.19,1.24,6,15,2020
389,0.19,1.24,6,12,2020
390,0.19,1.19,6,11,2020
391,0.17,1.31,6,10,2020
392,0.2,1.37,6,9,2020
393,0.22,1.43,6,8,2020
394,0.22,1.46,6,5,2020
395,0.19,1.38,6,4,2020
396,0.19,1.32,6,3,2020
397,0.17,1.24,6,2,2020
398,0.14,1.22,6,1,2020
399,0.16,1.18,5,29,2020
400,0.17,1.23,5,28,2020
401,0.19,1.19,5,27,2020
402,0.18,1.19,5,26,2020
403,0.17,1.12,5,22,2020
404,0.17,1.16,5,21,2020
405,0.16,1.19,5,20,2020
406,0.17,1.15,5,19,2020
407,0.18,1.17,5,18,2020
408,0.16,1.05,5,15,2020
409,0.16,1.03,5,14,2020
410,0.16,1.07,5,13,2020
411,0.17,1.11,5,12,2020
412,0.17,1.16,5,11,2020
413,0.16,1.12,5,8,2020
414,0.13,1.05,5,7,2020
415,0.17,1.16,5,6,2020
416,0.19,1.07,5,5,2020
417,0.19,1.05,5,4,2020
418,0.2,1.04,5,1,2020
419,0.2,1.05,4,30,2020
420,0.2,1.02,4,29,2020
421,0.2,1.0,4,28,2020
422,0.24,1.06,4,27,2020
423,0.22,0.98,4,24,2020
424,0.22,0.99,4,23,2020
425,0.22,1.03,4,22,2020
426,0.2,0.98,4,21,2020
427,0.2,1.04,4,20,2020
428,0.2,1.08,4,17,2020
429,0.2,1.01,4,16,2020
430,0.2,1.06,4,15,2020
431,0.23,1.19,4,14,2020
432,0.25,1.19,4,13,2020
433,0.23,1.15,4,9,2020
434,0.27,1.18,4,8,2020
435,0.28,1.13,4,7,2020
436,0.27,1.08,4,6,2020
437,0.23,1.05,4,3,2020
438,0.23,1.04,4,2,2020
439,0.23,1.04,4,1,2020
440,0.23,1.15,3,31,2020
441,0.23,1.1,3,30,2020
442,0.25,1.09,3,27,2020
443,0.3,1.2,3,26,2020
444,0.34,1.23,3,25,2020
445,0.38,1.19,3,24,2020
446,0.28,1.12,3,23,2020
447,0.37,1.35,3,20,2020
448,0.44,1.56,3,19,2020
449,0.54,1.6,3,18,2020
450,0.47,1.45,3,17,2020
451,0.36,1.1,3,16,2020
452,0.49,1.31,3,13,2020
453,0.5,1.27,3,12,2020
454,0.5,1.13,3,11,2020
455,0.5,1.16,3,10,2020
456,0.38,0.87,3,9,2020
457,0.49,1.09,3,6,2020
458,0.59,1.34,3,5,2020
459,0.67,1.45,3,4,2020
460,0.71,1.44,3,3,2020
461,0.84,1.46,3,2,2020
462,0.86,1.46,2,28,2020
463,1.11,1.61,2,27,2020
464,1.16,1.64,2,26,2020
465,1.2,1.63,2,25,2020
466,1.26,1.68,2,24,2020
467,1.34,1.75,2,21,2020
468,1.39,1.81,2,20,2020
469,1.42,1.86,2,19,2020
470,1.41,1.85,2,18,2020
471,1.42,1.89,2,14,2020
472,1.44,1.91,2,13,2020
473,1.44,1.93,2,12,2020
474,1.41,1.89,2,11,2020
475,1.37,1.87,2,10,2020
476,1.41,1.89,2,7,2020
477,1.44,1.94,2,6,2020
478,1.44,1.97,2,5,2020
479,1.41,1.91,2,4,2020
480,1.36,1.84,2,3,2020
481,1.33,1.83,1,31,2020
482,1.41,1.88,1,30,2020
483,1.42,1.89,1,29,2020
484,1.45,1.95,1,28,2020
485,1.44,1.91,1,27,2020
486,1.49,2.0,1,24,2020
487,1.51,2.03,1,23,2020
488,1.53,2.07,1,22,2020
489,1.53,2.1,1,21,2020
490,1.58,2.16,1,17,2020
491,1.58,2.11,1,16,2020
492,1.56,2.09,1,15,2020
493,1.58,2.12,1,14,2020
494,1.58,2.16,1,13,2020
495,1.56,2.14,1,10,2020
496,1.58,2.17,1,9,2020
497,1.58,2.21,1,8,2020
498,1.54,2.16,1,7,2020
499,1.54,2.13,1,6,2020
500,1.53,2.11,1,3,2020
501,1.58,2.19,1,2,2020
502,1.58,2.25,12,31,2019
503,1.58,2.21,12,30,2019
504,1.59,2.18,12,27,2019
505,1.64,2.19,12,26,2019
506,1.62,2.2,12,24,2019
507,1.64,2.22,12,23,2019
508,1.63,2.21,12,20,2019
509,1.62,2.21,12,19,2019
510,1.63,2.22,12,18,2019
511,1.63,2.18,12,17,2019
512,1.65,2.17,12,16,2019
513,1.61,2.11,12,13,2019
514,1.66,2.18,12,12,2019
515,1.61,2.08,12,11,2019
516,1.65,2.12,12,10,2019
517,1.63,2.13,12,9,2019
518,1.61,2.14,12,6,2019
519,1.58,2.11,12,5,2019
520,1.58,2.08,12,4,2019
521,1.53,2.03,12,3,2019
522,1.61,2.15,12,2,2019
523,1.61,2.07,11,29,2019
524,1.63,2.06,11,27,2019
525,1.58,2.04,11,26,2019
526,1.61,2.07,11,25,2019
527,1.61,2.08,11,22,2019
528,1.6,2.09,11,21,2019
529,1.56,2.05,11,20,2019
530,1.6,2.11,11,19,2019
531,1.6,2.14,11,18,2019
532,1.61,2.16,11,15,2019
533,1.58,2.15,11,14,2019
534,1.63,2.2,11,13,2019
535,1.66,2.24,11,12,2019
536,1.68,2.27,11,8,2019
537,1.68,2.24,11,7,2019
538,1.61,2.13,11,6,2019
539,1.63,2.17,11,5,2019
540,1.6,2.1,11,4,2019
541,1.56,2.03,11,1,2019
542,1.52,2.0,10,31,2019
543,1.61,2.08,10,30,2019
544,1.64,2.15,10,29,2019
545,1.64,2.16,10,28,2019
546,1.63,2.1,10,25,2019
547,1.58,2.08,10,24,2019
548,1.58,2.06,10,23,2019
549,1.6,2.07,10,22,2019
550,1.62,2.1,10,21,2019
551,1.58,2.06,10,18,2019
552,1.6,2.05,10,17,2019
553,1.58,2.05,10,16,2019
554,1.61,2.06,10,15,2019
555,1.63,2.04,10,11,2019
556,1.53,1.96,10,10,2019
557,1.47,1.88,10,9,2019
558,1.42,1.84,10,8,2019
559,1.46,1.85,10,7,2019
560,1.4,1.81,10,4,2019
561,1.39,1.85,10,3,2019
562,1.48,1.9,10,2,2019
563,1.56,1.93,10,1,2019
564,1.63,1.94,9,30,2019
565,1.63,1.95,9,27,2019
566,1.66,1.96,9,26,2019
567,1.68,1.99,9,25,2019
568,1.6,1.91,9,24,2019
569,1.68,1.98,9,23,2019
570,1.69,1.99,9,20,2019
571,1.74,2.04,9,19,2019
572,1.77,2.06,9,18,2019
573,1.72,2.08,9,17,2019
574,1.74,2.11,9,16,2019
575,1.79,2.17,9,13,2019
576,1.72,2.06,9,12,2019
577,1.68,2.02,9,11,2019
578,1.67,2.0,9,10,2019
579,1.58,1.91,9,9,2019
580,1.53,1.83,9,6,2019
581,1.55,1.86,9,5,2019
582,1.43,1.77,9,4,2019
583,1.47,1.77,9,3,2019
584,1.5,1.78,8,30,2019
585,1.53,1.78,8,29,2019
586,1.5,1.76,8,28,2019
587,1.53,1.77,8,27,2019
588,1.54,1.84,8,26,2019
589,1.51,1.82,8,23,2019
590,1.61,1.9,8,22,2019
591,1.56,1.87,8,21,2019
592,1.5,1.84,8,20,2019
593,1.53,1.88,8,19,2019
594,1.48,1.82,8,16,2019
595,1.48,1.8,8,15,2019
596,1.58,1.84,8,14,2019
597,1.66,1.94,8,13,2019
598,1.58,1.92,8,12,2019
599,1.63,2.03,8,9,2019
600,1.62,2.02,8,8,2019
601,1.59,2.01,8,7,2019
602,1.6,2.03,8,6,2019
603,1.59,2.07,8,5,2019
604,1.72,2.16,8,2,2019
605,1.73,2.21,8,1,2019
606,1.89,2.31,7,31,2019
607,1.85,2.36,7,30,2019
608,1.85,2.37,7,29,2019
609,1.86,2.38,7,26,2019
610,1.86,2.38,7,25,2019
611,1.83,2.36,7,24,2019
612,1.83,2.38,7,23,2019
613,1.8,2.36,7,22,2019
614,1.8,2.35,7,19,2019
615,1.77,2.34,7,18,2019
616,1.83,2.35,7,17,2019
617,1.87,2.42,7,16,2019
618,1.83,2.39,7,15,2019
619,1.84,2.42,7,12,2019
620,1.85,2.42,7,11,2019
621,1.82,2.36,7,10,2019
622,1.92,2.34,7,9,2019
623,1.88,2.32,7,8,2019
624,1.87,2.34,7,5,2019
625,1.77,2.25,7,3,2019
626,1.77,2.29,7,2,2019
627,1.78,2.34,7,1,2019
628,1.75,2.31,6,28,2019
629,1.74,2.31,6,27,2019
630,1.77,2.35,6,26,2019
631,1.71,2.31,6,25,2019
632,1.72,2.33,6,24,2019
633,1.77,2.37,6,21,2019
634,1.72,2.31,6,20,2019
635,1.74,2.32,6,19,2019
636,1.86,2.34,6,18,2019
637,1.86,2.37,6,17,2019
638,1.84,2.38,6,14,2019
639,1.83,2.39,6,13,2019
640,1.88,2.41,6,12,2019
641,1.93,2.42,6,11,2019
642,1.9,2.42,6,10,2019
643,1.85,2.36,6,7,2019
644,1.88,2.42,6,6,2019
645,1.83,2.42,6,5,2019
646,1.88,2.41,6,4,2019
647,1.82,2.34,6,3,2019
648,1.95,2.39,5,31,2019
649,2.06,2.46,5,30,2019
650,2.09,2.5,5,29,2019
651,2.12,2.52,5,28,2019
652,2.16,2.57,5,24,2019
653,2.12,2.56,5,23,2019
654,2.23,2.64,5,22,2019
655,2.26,2.67,5,21,2019
656,2.21,2.65,5,20,2019
657,2.2,2.63,5,17,2019
658,2.2,2.65,5,16,2019
659,2.16,2.63,5,15,2019
660,2.2,2.67,5,14,2019
661,2.18,2.65,5,13,2019
662,2.26,2.7,5,10,2019
663,2.26,2.69,5,9,2019
664,2.3,2.71,5,8,2019
665,2.28,2.68,5,7,2019
666,2.31,2.73,5,6,2019
667,2.33,2.75,5,3,2019
668,2.35,2.77,5,2,2019
669,2.31,2.74,5,1,2019
670,2.27,2.75,4,30,2019
671,2.3,2.78,4,29,2019
672,2.28,2.74,4,26,2019
673,2.33,2.76,4,25,2019
674,2.32,2.76,4,24,2019
675,2.36,2.81,4,23,2019
676,2.38,2.82,4,22,2019
677,2.38,2.78,4,18,2019
678,2.4,2.81,4,17,2019
679,2.41,2.81,4,16,2019
680,2.4,2.77,4,15,2019
681,2.4,2.78,4,12,2019
682,2.35,2.74,4,11,2019
683,2.31,2.71,4,10,2019
684,2.35,2.73,4,9,2019
685,2.36,2.74,4,8,2019
686,2.35,2.72,4,5,2019
687,2.33,2.74,4,4,2019
688,2.33,2.75,4,3,2019
689,2.3,2.7,4,2,2019
690,2.33,2.71,4,1,2019
691,2.27,2.63,3,29,2019
692,2.23,2.62,3,28,2019
693,2.22,2.63,3,27,2019
694,2.24,2.67,3,26,2019
695,2.26,2.68,3,25,2019
696,2.31,2.69,3,22,2019
697,2.41,2.78,3,21,2019
698,2.4,2.79,3,20,2019
699,2.46,2.84,3,19,2019
700,2.45,2.83,3,18,2019
701,2.43,2.83,3,15,2019
702,2.46,2.86,3,14,2019
703,2.45,2.82,3,13,2019
704,2.45,2.82,3,12,2019
705,2.47,2.86,3,11,2019
706,2.45,2.83,3,8,2019
707,2.47,2.86,3,7,2019
708,2.52,2.9,3,6,2019
709,2.55,2.93,3,5,2019
710,2.55,2.93,3,4,2019
711,2.55,2.97,3,1,2019
712,2.52,2.94,2,28,2019
713,2.5,2.91,2,27,2019
714,2.48,2.84,2,26,2019
715,2.51,2.87,2,25,2019
716,2.48,2.86,2,22,2019
717,2.53,2.89,2,21,2019
718,2.5,2.84,2,20,2019
719,2.5,2.84,2,19,2019
720,2.52,2.84,2,15,2019
721,2.5,2.85,2,14,2019
722,2.53,2.89,2,13,2019
723,2.5,2.87,2,12,2019
724,2.48,2.85,2,11,2019
725,2.45,2.82,2,8,2019
726,2.48,2.85,2,7,2019
727,2.52,2.88,2,6,2019
728,2.53,2.89,2,5,2019
729,2.53,2.92,2,4,2019
730,2.52,2.88,2,1,2019
731,2.45,2.83,1,31,2019
732,2.52,2.9,1,30,2019
733,2.56,2.9,1,29,2019
734,2.6,2.92,1,28,2019
735,2.6,2.92,1,25,2019
736,2.56,2.89,1,24,2019
737,2.58,2.93,1,23,2019
738,2.58,2.91,1,22,2019
739,2.62,2.95,1,18,2019
740,2.56,2.93,1,17,2019
741,2.55,2.92,1,16,2019
742,2.53,2.92,1,15,2019
743,2.53,2.91,1,14,2019
744,2.55,2.9,1,11,2019
745,2.56,2.92,1,10,2019
746,2.56,2.9,1,9,2019
747,2.58,2.88,1,8,2019
748,2.53,2.86,1,7,2019
749,2.5,2.83,1,4,2019
750,2.39,2.75,1,3,2019
751,2.5,2.83,1,2,2019
752,2.48,2.87,12,31,2018
753,2.52,2.89,12,28,2018
754,2.56,2.92,12,27,2018
755,2.61,2.94,12,26,2018
756,2.55,2.88,12,24,2018
757,2.63,2.92,12,21,2018
758,2.67,2.92,12,20,2018
759,2.63,2.89,12,19,2018
760,2.65,2.96,12,18,2018
761,2.7,3.0,12,17,2018
762,2.73,3.03,12,14,2018
763,2.75,3.05,12,13,2018
764,2.77,3.04,12,12,2018
765,2.78,3.02,12,11,2018
766,2.72,3.0,12,10,2018
767,2.72,3.01,12,7,2018
768,2.75,3.01,12,6,2018
769,2.8,3.05,12,4,2018
770,2.83,3.15,12,3,2018
771,2.8,3.19,11,30,2018
772,2.81,3.21,11,29,2018
773,2.81,3.23,11,28,2018
774,2.83,3.22,11,27,2018
775,2.84,3.22,11,26,2018
776,2.81,3.21,11,23,2018
777,2.81,3.22,11,21,2018
778,2.79,3.22,11,20,2018
779,2.79,3.22,11,19,2018
780,2.81,3.23,11,16,2018
781,2.86,3.27,11,15,2018
782,2.86,3.26,11,14,2018
783,2.89,3.28,11,13,2018
784,2.94,3.32,11,9,2018
785,2.98,3.36,11,8,2018
786,2.96,3.35,11,7,2018
787,2.93,3.35,11,6,2018
788,2.91,3.34,11,5,2018
789,2.91,3.37,11,2,2018
790,2.84,3.29,11,1,2018
791,2.87,3.3,10,31,2018
792,2.84,3.26,10,30,2018
793,2.81,3.23,10,29,2018
794,2.81,3.23,10,26,2018
795,2.86,3.27,10,25,2018
796,2.84,3.24,10,24,2018
797,2.89,3.29,10,23,2018
798,2.92,3.31,10,22,2018
799,2.92,3.31,10,19,2018
800,2.87,3.28,10,18,2018
801,2.89,3.29,10,17,2018
802,2.87,3.26,10,16,2018
803,2.85,3.27,10,15,2018
804,2.85,3.25,10,12,2018
805,2.85,3.25,10,11,2018
806,2.88,3.33,10,10,2018
807,2.88,3.3,10,9,2018
808,2.88,3.34,10,5,2018
809,2.87,3.29,10,4,2018
810,2.85,3.24,10,3,2018
811,2.82,3.14,10,2,2018
812,2.82,3.18,10,1,2018
813,2.81,3.13,9,28,2018
814,2.83,3.13,9,27,2018
815,2.83,3.14,9,26,2018
816,2.83,3.17,9,25,2018
817,2.83,3.15,9,24,2018
818,2.81,3.14,9,21,2018
819,2.81,3.15,9,20,2018
820,2.81,3.16,9,19,2018
821,2.81,3.14,9,18,2018
822,2.78,3.07,9,17,2018
823,2.78,3.07,9,14,2018
824,2.76,3.04,9,13,2018
825,2.74,3.04,9,12,2018
826,2.76,3.06,9,11,2018
827,2.73,3.02,9,10,2018
828,2.71,3.03,9,7,2018
829,2.64,2.98,9,6,2018
830,2.66,3.0,9,5,2018
831,2.66,2.99,9,4,2018
832,2.62,2.95,8,31,2018
833,2.64,2.93,8,30,2018
834,2.67,2.96,8,29,2018
835,2.67,2.96,8,28,2018
836,2.67,2.92,8,27,2018
837,2.63,2.89,8,24,2018
838,2.61,2.9,8,23,2018
839,2.6,2.91,8,22,2018
840,2.61,2.93,8,21,2018
841,2.6,2.91,8,20,2018
842,2.61,2.95,8,17,2018
843,2.63,2.95,8,16,2018
844,2.61,2.95,8,15,2018
845,2.63,2.98,8,14,2018
846,2.61,2.97,8,13,2018
847,2.61,2.96,8,10,2018
848,2.64,3.01,8,9,2018
849,2.68,3.05,8,8,2018
850,2.68,3.06,8,7,2018
851,2.64,3.02,8,6,2018
852,2.63,3.03,8,3,2018
853,2.66,3.06,8,2,2018
854,2.67,3.07,8,1,2018
855,2.67,3.03,7,31,2018
856,2.66,3.05,7,30,2018
857,2.67,3.03,7,27,2018
858,2.69,3.05,7,26,2018
859,2.66,3.0,7,25,2018
860,2.63,3.02,7,24,2018
861,2.64,3.04,7,23,2018
862,2.6,2.96,7,20,2018
863,2.6,2.9,7,19,2018
864,2.6,2.93,7,18,2018
865,2.62,2.91,7,17,2018
866,2.59,2.9,7,16,2018
867,2.59,2.87,7,13,2018
868,2.6,2.89,7,12,2018
869,2.58,2.89,7,11,2018
870,2.59,2.91,7,10,2018
871,2.57,2.9,7,9,2018
872,2.53,2.87,7,6,2018
873,2.55,2.88,7,5,2018
874,2.53,2.89,7,3,2018
875,2.57,2.92,7,2,2018
876,2.52,2.91,6,29,2018
877,2.52,2.91,6,28,2018
878,2.52,2.9,6,27,2018
879,2.53,2.95,6,26,2018
880,2.54,2.95,6,25,2018
881,2.56,2.97,6,22,2018
882,2.56,2.97,6,21,2018
883,2.56,2.99,6,20,2018
884,2.54,2.95,6,19,2018
885,2.56,2.98,6,18,2018
886,2.55,2.98,6,15,2018
887,2.59,2.99,6,14,2018
888,2.59,3.04,6,13,2018
889,2.54,3.02,6,12,2018
890,2.52,3.02,6,11,2018
891,2.5,3.0,6,8,2018
892,2.5,3.0,6,7,2018
893,2.52,3.05,6,6,2018
894,2.49,2.99,6,5,2018
895,2.52,3.0,6,4,2018
896,2.47,2.96,6,1,2018
897,2.4,2.91,5,31,2018
898,2.42,2.93,5,30,2018
899,2.32,2.87,5,29,2018
900,2.48,3.01,5,25,2018
901,2.5,3.06,5,24,2018
902,2.53,3.09,5,23,2018
903,2.59,3.14,5,22,2018
904,2.58,3.13,5,21,2018
905,2.55,3.14,5,18,2018
906,2.57,3.19,5,17,2018
907,2.58,3.16,5,16,2018
908,2.58,3.14,5,15,2018
909,2.55,3.06,5,14,2018
910,2.54,3.03,5,11,2018
911,2.54,3.04,5,10,2018
912,2.54,3.07,5,9,2018
913,2.51,3.04,5,8,2018
914,2.49,3.02,5,7,2018
915,2.51,3.02,5,4,2018
916,2.49,3.02,5,3,2018
917,2.49,3.04,5,2,2018
918,2.5,3.03,5,1,2018
919,2.49,3.01,4,30,2018
920,2.49,3.03,4,27,2018
921,2.49,3.08,4,26,2018
922,2.49,3.12,4,25,2018
923,2.48,3.08,4,24,2018
924,2.49,3.05,4,23,2018
925,2.46,3.04,4,20,2018
926,2.44,3.01,4,19,2018
927,2.42,2.95,4,18,2018
928,2.41,2.89,4,17,2018
929,2.39,2.91,4,16,2018
930,2.37,2.91,4,13,2018
931,2.34,2.92,4,12,2018
932,2.32,2.87,4,11,2018
933,2.32,2.89,4,10,2018
934,2.29,2.89,4,9,2018
935,2.27,2.89,4,6,2018
936,2.3,2.95,4,5,2018
937,2.28,2.91,4,4,2018
938,2.28,2.9,4,3,2018
939,2.25,2.85,4,2,2018
940,2.27,2.85,3,29,2018
941,2.28,2.89,3,28,2018
942,2.26,2.9,3,27,2018
943,2.33,2.96,3,26,2018
944,2.28,2.94,3,23,2018
945,2.29,2.94,3,22,2018
946,2.31,3.01,3,21,2018
947,2.34,3.01,3,20,2018
948,2.31,2.97,3,19,2018
949,2.31,2.96,3,16,2018
950,2.29,2.94,3,15,2018
951,2.26,2.94,3,14,2018
952,2.26,2.98,3,13,2018
953,2.27,3.0,3,12,2018
954,2.27,3.04,3,9,2018
955,2.25,3.01,3,8,2018
956,2.25,3.04,3,7,2018
957,2.25,3.03,3,6,2018
958,2.24,3.04,3,5,2018
959,2.25,3.02,3,2,2018
960,2.22,2.97,3,1,2018
961,2.25,3.02,2,28,2018
962,2.27,3.06,2,27,2018
963,2.22,3.03,2,26,2018
964,2.25,3.04,2,23,2018
965,2.25,3.09,2,22,2018
966,2.26,3.11,2,21,2018
967,2.25,3.04,2,20,2018
968,2.21,3.02,2,16,2018
969,2.19,3.04,2,15,2018
970,2.17,3.07,2,14,2018
971,2.1,2.99,2,13,2018
972,2.09,3.02,2,12,2018
973,2.05,3.02,2,9,2018
974,2.13,3.03,2,8,2018
975,2.15,3.01,2,7,2018
976,2.1,2.94,2,6,2018
977,2.08,2.92,2,5,2018
978,2.15,2.97,2,2,2018
979,2.16,2.9,2,1,2018
980,2.14,2.83,1,31,2018
981,2.13,2.86,1,30,2018
982,2.11,2.82,1,29,2018
983,2.13,2.79,1,26,2018
984,2.08,2.76,1,25,2018
985,2.08,2.8,1,24,2018
986,2.06,2.77,1,23,2018
987,2.08,2.79,1,22,2018
988,2.06,2.78,1,19,2018
989,2.05,2.77,1,18,2018
990,2.05,2.71,1,17,2018
991,2.03,2.69,1,16,2018
992,1.99,2.71,1,12,2018
993,1.98,2.72,1,11,2018
994,1.98,2.73,1,10,2018
995,1.98,2.72,1,9,2018
996,1.96,2.65,1,8,2018
997,1.96,2.64,1,5,2018
998,1.96,2.62,1,4,2018
999,1.94,2.62,1,3,2018
1000,1.92,2.64,1,2,2018
1001,1.89,2.58,12,29,2017
1002,1.91,2.6,12,28,2017
1003,1.89,2.59,12,27,2017
1004,1.92,2.66,12,26,2017
1005,1.91,2.68,12,22,2017
1006,1.89,2.68,12,21,2017
1007,1.87,2.71,12,20,2017
1008,1.87,2.66,12,19,2017
1009,1.84,2.57,12,18,2017
1010,1.84,2.52,12,15,2017
1011,1.82,2.53,12,14,2017
1012,1.79,2.56,12,13,2017
1013,1.83,2.6,12,12,2017
1014,1.82,2.59,12,11,2017
1015,1.8,2.59,12,8,2017
1016,1.8,2.58,12,7,2017
1017,1.78,2.53,12,6,2017
1018,1.83,2.55,12,5,2017
1019,1.8,2.58,12,4,2017
1020,1.78,2.58,12,1,2017
1021,1.78,2.65,11,30,2017
1022,1.78,2.62,11,29,2017
1023,1.75,2.58,11,28,2017
1024,1.74,2.57,11,27,2017
1025,1.75,2.58,11,24,2017
1026,1.74,2.57,11,22,2017
1027,1.77,2.58,11,21,2017
1028,1.77,2.6,11,20,2017
1029,1.73,2.59,11,17,2017
1030,1.72,2.62,11,16,2017
1031,1.68,2.58,11,15,2017
1032,1.68,2.64,11,14,2017
1033,1.7,2.67,11,13,2017
1034,1.67,2.67,11,10,2017
1035,1.63,2.59,11,9,2017
1036,1.65,2.57,11,8,2017
1037,1.63,2.56,11,7,2017
1038,1.61,2.58,11,6,2017
1039,1.63,2.59,11,3,2017
1040,1.61,2.61,11,2,2017
1041,1.61,2.63,11,1,2017
1042,1.6,2.66,10,31,2017
1043,1.58,2.66,10,30,2017
1044,1.59,2.71,10,27,2017
1045,1.63,2.74,10,26,2017
1046,1.61,2.72,10,25,2017
1047,1.6,2.7,10,24,2017
1048,1.58,2.66,10,23,2017
1049,1.6,2.67,10,20,2017
1050,1.58,2.6,10,19,2017
1051,1.59,2.62,10,18,2017
1052,1.54,2.58,10,17,2017
1053,1.54,2.58,10,16,2017
1054,1.51,2.58,10,13,2017
1055,1.51,2.62,10,12,2017
1056,1.51,2.64,10,11,2017
1057,1.51,2.65,10,10,2017
1058,1.54,2.68,10,6,2017
1059,1.49,2.65,10,5,2017
1060,1.47,2.64,10,4,2017
1061,1.47,2.63,10,3,2017
1062,1.49,2.64,10,2,2017
1063,1.47,2.63,9,29,2017
1064,1.45,2.63,9,28,2017
1065,1.47,2.62,9,27,2017
1066,1.45,2.54,9,26,2017
1067,1.44,2.53,9,25,2017
1068,1.46,2.57,9,22,2017
1069,1.45,2.57,9,21,2017
1070,1.45,2.59,9,20,2017
1071,1.4,2.57,9,19,2017
1072,1.4,2.56,9,18,2017
1073,1.39,2.52,9,15,2017
1074,1.37,2.52,9,14,2017
1075,1.35,2.53,9,13,2017
1076,1.33,2.52,9,12,2017
1077,1.32,2.49,9,11,2017
1078,1.27,2.41,9,8,2017
1079,1.27,2.4,9,7,2017
1080,1.3,2.46,9,6,2017
1081,1.3,2.43,9,5,2017
1082,1.35,2.51,9,1,2017
1083,1.33,2.47,8,31,2017
1084,1.33,2.49,8,30,2017
1085,1.33,2.48,8,29,2017
1086,1.33,2.51,8,28,2017
1087,1.35,2.51,8,25,2017
1088,1.33,2.53,8,24,2017
1089,1.32,2.51,8,23,2017
1090,1.33,2.55,8,22,2017
1091,1.32,2.52,8,21,2017
1092,1.33,2.54,8,18,2017
1093,1.32,2.54,8,17,2017
1094,1.33,2.58,8,16,2017
1095,1.35,2.6,8,15,2017
1096,1.33,2.57,8,14,2017
1097,1.3,2.55,8,11,2017
1098,1.33,2.55,8,10,2017
1099,1.33,2.59,8,9,2017
1100,1.36,2.63,8,8,2017
1101,1.36,2.6,8,7,2017
1102,1.36,2.61,8,4,2017
1103,1.34,2.56,8,3,2017
1104,1.36,2.6,8,2,2017
1105,1.34,2.61,8,1,2017
1106,1.34,2.66,7,31,2017
1107,1.34,2.65,7,28,2017
1108,1.36,2.68,7,27,2017
1109,1.36,2.65,7,26,2017
1110,1.4,2.67,7,25,2017
1111,1.37,2.59,7,24,2017
1112,1.36,2.57,7,21,2017
1113,1.37,2.6,7,20,2017
1114,1.37,2.61,7,19,2017
1115,1.36,2.61,7,18,2017
1116,1.36,2.65,7,17,2017
1117,1.35,2.67,7,14,2017
1118,1.37,2.69,7,13,2017
1119,1.35,2.65,7,12,2017
1120,1.37,2.69,7,11,2017
1121,1.4,2.7,7,10,2017
1122,1.4,2.71,7,7,2017
1123,1.4,2.68,7,6,2017
1124,1.41,2.63,7,5,2017
1125,1.41,2.65,7,3,2017
1126,1.38,2.61,6,30,2017
1127,1.38,2.59,6,29,2017
1128,1.34,2.55,6,28,2017
1129,1.38,2.52,6,27,2017
1130,1.36,2.46,6,26,2017
1131,1.34,2.48,6,23,2017
1132,1.34,2.47,6,22,2017
1133,1.36,2.48,6,21,2017
1134,1.36,2.49,6,20,2017
1135,1.36,2.53,6,19,2017
1136,1.32,2.52,6,16,2017
1137,1.35,2.52,6,15,2017
1138,1.35,2.53,6,14,2017
1139,1.38,2.6,6,13,2017
1140,1.35,2.59,6,12,2017
1141,1.35,2.59,6,9,2017
1142,1.33,2.57,6,8,2017
1143,1.32,2.56,6,7,2017
1144,1.3,2.53,6,6,2017
1145,1.32,2.56,6,5,2017
1146,1.28,2.53,6,2,2017
1147,1.28,2.6,6,1,2017
1148,1.28,2.6,5,31,2017
1149,1.28,2.61,5,30,2017
1150,1.3,2.65,5,26,2017
1151,1.3,2.65,5,25,2017
1152,1.29,2.65,5,24,2017
1153,1.31,2.68,5,23,2017
1154,1.29,2.64,5,22,2017
1155,1.28,2.63,5,19,2017
1156,1.27,2.64,5,18,2017
1157,1.26,2.65,5,17,2017
1158,1.29,2.74,5,16,2017
1159,1.31,2.76,5,15,2017
1160,1.29,2.74,5,12,2017
1161,1.35,2.78,5,11,2017
1162,1.35,2.79,5,10,2017
1163,1.37,2.79,5,9,2017
1164,1.33,2.76,5,8,2017
1165,1.32,2.73,5,5,2017
1166,1.32,2.73,5,4,2017
1167,1.3,2.7,5,3,2017
1168,1.27,2.68,5,2,2017
1169,1.28,2.71,5,1,2017
1170,1.28,2.67,4,28,2017
1171,1.25,2.68,4,27,2017
1172,1.28,2.69,4,26,2017
1173,1.29,2.71,4,25,2017
1174,1.25,2.65,4,24,2017
1175,1.2,2.61,4,21,2017
1176,1.21,2.61,4,20,2017
1177,1.19,2.59,4,19,2017
1178,1.18,2.56,4,18,2017
1179,1.21,2.65,4,17,2017
1180,1.21,2.62,4,13,2017
1181,1.24,2.65,4,12,2017
1182,1.24,2.67,4,11,2017
1183,1.29,2.72,4,10,2017
1184,1.29,2.74,4,7,2017
